split,sample_id,local_idx,mae_temp,rmse_temp,max_abs_error,peak_true,peak_pred,peak_abs_error,avg_true,avg_pred,avg_abs_error,grad_true,grad_pred,grad_abs_error,phys_residual_mse,architecture,workload,N,source
synthetic_extrapolation,synthetic_extrapolation_standard_checkerboard_128_00011,11,0.07083025574684143,0.07916612178087234,0.5918674468994141,27.295106887817383,27.886974334716797,0.5918674468994141,27.173587799072266,27.243738174438477,0.07015037536621094,0.06998011469841003,0.05915389955043793,0.011955015361309052,7.051753345876932e-05,standard,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_checkerboard_128_00012,12,0.14307764172554016,0.14971569180488586,0.6940097808837891,26.84604263305664,27.540050506591797,0.6940078735351562,26.762935638427734,26.905941009521484,0.14300537109375,0.04785650968551636,0.04108552634716034,0.008882679045200348,4.256541797076352e-05,standard,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_multihotspot_128_00013,13,0.4401779770851135,0.44779136776924133,0.6081962585449219,29.195247650146484,28.862403869628906,0.3328437805175781,25.69363021850586,26.122093200683594,0.4284629821777344,0.01126382127404213,0.013308187946677208,0.0075723957270383835,9.630619024392217e-05,standard,multihotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_hotspot_128_00014,14,0.4634367823600769,0.472201406955719,0.6439952850341797,29.077970504760742,28.725000381469727,0.3529701232910156,25.672504425048828,26.111194610595703,0.438690185546875,0.013850970193743706,0.015010670758783817,0.008111689239740372,0.00010642565757734701,standard,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_hotspot_128_00015,15,0.5566408038139343,0.5682921409606934,0.6731491088867188,28.632884979248047,28.469457626342773,0.16342735290527344,25.169551849365234,25.717439651489258,0.5478878021240234,0.009525112807750702,0.012662092223763466,0.007613585330545902,0.0001433638099115342,standard,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_hotspot_128_00016,16,0.5334368944168091,0.5419621467590332,0.6841354370117188,29.36249542236328,29.073579788208008,0.28891563415527344,25.3101863861084,25.827699661254883,0.5175132751464844,0.014219330623745918,0.0158146433532238,0.008404817432165146,0.00013463711366057396,standard,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_checkerboard_128_00017,17,0.05887867510318756,0.06919552385807037,0.6129055023193359,27.356365203857422,27.969270706176758,0.6129055023193359,27.240577697753906,27.298507690429688,0.05792999267578125,0.0666770190000534,0.05759231746196747,0.01036791317164898,5.361775401979685e-05,standard,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_stripes_128_00018,18,0.26646241545677185,0.33447030186653137,0.81097412109375,28.448659896850586,28.540287017822266,0.09162712097167969,26.907432556152344,27.09705924987793,0.18962669372558594,0.06081486865878105,0.051972728222608566,0.01766519621014595,7.654118235222995e-05,standard,stripes,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_uniform_128_00019,19,0.0750085860490799,0.08858310431241989,0.4463520050048828,28.23577880859375,28.682130813598633,0.4463520050048828,28.23577880859375,28.167770385742188,0.0680084228515625,0.0,0.006340540014207363,0.006340540014207363,1.6306861652992666e-05,standard,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_128_00000,20,0.43609052896499634,0.4394976496696472,0.5926914215087891,30.63062858581543,30.339454650878906,0.29117393493652344,30.468637466430664,30.032546997070312,0.43609046936035156,0.0018217174801975489,0.010275197215378284,0.009995306842029095,0.00011302226630505174,systolic,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_128_00001,21,0.3679698705673218,0.37247100472450256,0.5297946929931641,30.27507209777832,29.975570678710938,0.2995014190673828,30.08707046508789,29.719100952148438,0.3679695129394531,0.0018216825556010008,0.0071673402562737465,0.007085191085934639,7.133170583983883e-05,systolic,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_128_00002,22,0.23297905921936035,0.24969623982906342,0.4194049835205078,30.491058349609375,30.35220718383789,0.13885116577148438,29.311471939086914,29.078975677490234,0.2324962615966797,0.011895816773176193,0.011479722335934639,0.006414921022951603,3.814047886407934e-05,systolic,wavefront,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_checkerboard_128_00003,23,0.871496856212616,1.0583688020706177,3.033447265625,37.13690948486328,34.916202545166016,2.2207069396972656,31.413227081298828,30.542510986328125,0.8707160949707031,0.06537742912769318,0.05128927528858185,0.021567795425653458,0.0004973948234692216,systolic,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_128_00004,24,0.2612944543361664,0.2680450975894928,0.4063262939453125,29.76582145690918,29.6037540435791,0.16206741333007812,29.546031951904297,29.287336349487305,0.2586956024169922,0.0025497577153146267,0.007822709158062935,0.007778273895382881,4.835282015847042e-05,systolic,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_banded_128_00005,25,0.12655937671661377,0.16473454236984253,0.4208793640136719,29.53074836730957,29.547115325927734,0.016366958618164062,28.231460571289062,28.160640716552734,0.07081985473632812,0.02503061294555664,0.023545868694782257,0.009056695736944675,2.561054498073645e-05,systolic,banded,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_128_00006,26,0.3035826086997986,0.31738758087158203,0.5268039703369141,30.923349380493164,30.71770668029785,0.2056427001953125,29.70090103149414,29.397375106811523,0.3035259246826172,0.012328093871474266,0.012810097075998783,0.007809900678694248,5.907690501771867e-05,systolic,wavefront,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_checkerboard_128_00007,27,0.9614022970199585,1.1457079648971558,3.2104530334472656,37.35945510864258,34.98043441772461,2.3790206909179688,31.632301330566406,30.671117782592773,0.9611835479736328,0.06624602526426315,0.05118492618203163,0.02609167993068695,0.0007402841001749039,systolic,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00008,28,0.1950281858444214,0.2624681293964386,0.7637653350830078,30.52413558959961,29.951704025268555,0.5724315643310547,27.157678604125977,27.249910354614258,0.09223175048828125,0.023975417017936707,0.020048469305038452,0.008125169202685356,4.1815233998931944e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_128_00009,29,0.3015134036540985,0.3151463568210602,0.5217456817626953,30.899301528930664,30.698558807373047,0.2007427215576172,29.68766975402832,29.386215209960938,0.3014545440673828,0.012218860909342766,0.0127195343375206,0.0077638765797019005,5.836672062287107e-05,systolic,wavefront,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00010,30,0.2906540036201477,0.3597182333469391,1.005380630493164,31.349374771118164,30.38983917236328,0.9595355987548828,26.807422637939453,26.951231002807617,0.14380836486816406,0.028519269078969955,0.023939769715070724,0.009907452389597893,7.040989294182509e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00011,31,0.22262057662010193,0.2822225093841553,0.6784591674804688,30.004558563232422,29.600730895996094,0.4038276672363281,26.620086669921875,26.817020416259766,0.19693374633789062,0.018568117171525955,0.016621123999357224,0.006745714228600264,4.199478280497715e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_banded_128_00012,32,0.11965467035770416,0.15739686787128448,0.5604095458984375,29.682498931884766,29.613306045532227,0.06919288635253906,27.88692283630371,27.86132049560547,0.025602340698242188,0.030986368656158447,0.028432443737983704,0.010128583759069443,2.8595837648026645e-05,systolic,banded,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00013,33,0.26835399866104126,0.36591431498527527,1.1786346435546875,32.079341888427734,30.934480667114258,1.1448612213134766,26.871051788330078,27.00394058227539,0.1328887939453125,0.02648613229393959,0.020786268636584282,0.008835453540086746,8.42430381453596e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00014,34,0.18811705708503723,0.2868279218673706,1.1791000366210938,32.01536560058594,30.864059448242188,1.15130615234375,27.353219985961914,27.406753540039062,0.05353355407714844,0.02697092667222023,0.02219780534505844,0.009253440424799919,5.2739138482138515e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_checkerboard_128_00015,35,0.8783777952194214,1.0649560689926147,3.0484619140625,37.155330657958984,34.922149658203125,2.2331809997558594,31.43105697631836,30.55337905883789,0.8776779174804688,0.0654631108045578,0.051317036151885986,0.021685604006052017,0.0005153439706191421,systolic,checkerboard,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_128_00016,36,0.4787306785583496,0.4817933738231659,0.6267127990722656,30.88233184814453,30.591243743896484,0.2910881042480469,30.673444747924805,30.194713592529297,0.4787311553955078,0.0024301917292177677,0.006755176931619644,0.006477954797446728,0.00010756663687061518,systolic,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_128_00017,37,0.37978389859199524,0.38400933146476746,0.5439872741699219,30.35965347290039,30.040510177612305,0.31914329528808594,30.167980194091797,29.78819465637207,0.37978553771972656,0.0018216802272945642,0.010404896922409534,0.010340310633182526,9.237801714334637e-05,systolic,uniform,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_128_00018,38,0.21111854910850525,0.30816128849983215,0.9655284881591797,31.376407623291016,30.500843048095703,0.8755645751953125,27.380102157592773,27.423810958862305,0.04370880126953125,0.026629682630300522,0.021409571170806885,0.009086649864912033,5.9365498600527644e-05,systolic,hotspot,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_banded_128_00019,39,0.12057177722454071,0.13755570352077484,0.5759906768798828,29.064565658569336,29.204524993896484,0.13995933532714844,27.41720962524414,27.46136474609375,0.044155120849609375,0.028428681194782257,0.02684852108359337,0.008968030102550983,2.144038626283873e-05,systolic,banded,128,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_hotspot_256_00000,40,0.42851385474205017,0.43406325578689575,0.6189823150634766,29.527193069458008,29.1802921295166,0.34690093994140625,25.797189712524414,26.172168731689453,0.37497901916503906,0.008916907012462616,0.011776152066886425,0.006727955304086208,9.432641672901809e-05,standard,hotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_checkerboard_256_00001,41,0.05781281739473343,0.06148463487625122,0.34333038330078125,27.17540168762207,27.4996395111084,0.3242378234863281,27.062896728515625,27.12017059326172,0.05727386474609375,0.06453722715377808,0.06320790946483612,0.006986030377447605,2.2814849216956645e-05,standard,checkerboard,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_quadrant_256_00002,42,0.40517327189445496,0.4576462209224701,0.6476020812988281,27.889448165893555,27.97442054748535,0.08497238159179688,25.796430587768555,26.18218231201172,0.38575172424316406,0.005471955984830856,0.009800128638744354,0.006846190430223942,9.798604878596961e-05,standard,quadrant,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_hotspot_256_00003,43,0.4189479947090149,0.4235954284667969,0.5936946868896484,29.781253814697266,29.244108200073242,0.5371456146240234,25.700817108154297,26.08733367919922,0.3865165710449219,0.00696262251585722,0.010632745921611786,0.006854834500700235,9.24750929698348e-05,standard,hotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_quadrant_256_00004,44,0.43658554553985596,0.4734930396080017,0.7096939086914062,28.43152618408203,28.651412963867188,0.21988677978515625,26.0913028717041,26.46172332763672,0.3704204559326172,0.0061182244680821896,0.010541398078203201,0.007163668982684612,0.00010839682363439351,standard,quadrant,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_multihotspot_256_00005,45,0.4663154184818268,0.4800272285938263,0.6112689971923828,29.66573715209961,29.31512451171875,0.3506126403808594,25.56098175048828,26.00503921508789,0.4440574645996094,0.010743079707026482,0.012995414435863495,0.006855441723018885,0.00011096752132289112,standard,multihotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_stripes_256_00006,46,0.2927497625350952,0.36247745156288147,0.8470191955566406,28.086387634277344,28.335681915283203,0.24929428100585938,26.573863983154297,26.788761138916016,0.21489715576171875,0.04130987077951431,0.036271832883358,0.014139693230390549,7.97694010543637e-05,standard,stripes,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_quadrant_256_00007,47,0.44749096035957336,0.4775441288948059,0.6301918029785156,28.420278549194336,28.380186080932617,0.04009246826171875,25.943443298339844,26.307636260986328,0.3641929626464844,0.0064754001796245575,0.011130557395517826,0.007610537577420473,0.00010857457527890801,standard,quadrant,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_stripes_256_00008,48,0.2786561846733093,0.3165379464626312,0.5735721588134766,28.6003475189209,28.578636169433594,0.021711349487304688,27.032325744628906,27.14409065246582,0.11176490783691406,0.061082448810338974,0.05151999741792679,0.020070720463991165,7.904527592472732e-05,standard,stripes,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_standard_uniform_256_00009,49,0.21562010049819946,0.2184082269668579,0.36922454833984375,28.5669002532959,28.608396530151367,0.04149627685546875,28.566896438598633,28.35128402709961,0.21561241149902344,0.0,0.00369844282977283,0.00369844282977283,2.556603249104228e-05,standard,uniform,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_uniform_256_00000,50,0.2592892050743103,0.26311513781547546,0.4065074920654297,30.560726165771484,30.673656463623047,0.1129302978515625,30.366806030273438,30.10756492614746,0.25924110412597656,0.0009242644300684333,0.007062435615807772,0.007016923278570175,4.9978272727457806e-05,systolic,uniform,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_256_00001,51,0.24657103419303894,0.3001162111759186,0.7605190277099609,31.194313049316406,30.697134017944336,0.4971790313720703,26.808704376220703,26.94449806213379,0.13579368591308594,0.012953598983585835,0.013888567686080933,0.007466704584658146,6.276528438320383e-05,systolic,hotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_256_00002,52,0.19074632227420807,0.1973143070936203,0.30171966552734375,29.731863021850586,29.644004821777344,0.08785820007324219,28.69226837158203,28.50152587890625,0.19074249267578125,0.005354810506105423,0.0063236067071557045,0.004021714441478252,2.3569496988784522e-05,systolic,wavefront,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_banded_256_00003,53,0.10134413838386536,0.1496572047472,0.49664306640625,29.60137939453125,29.50760269165039,0.09377670288085938,27.7149658203125,27.670425415039062,0.0445404052734375,0.016857199370861053,0.017634913325309753,0.006926048081368208,2.2713804355589673e-05,systolic,banded,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_256_00004,54,0.10089705139398575,0.14441470801830292,0.5458812713623047,30.487001419067383,30.13106918334961,0.35593223571777344,27.623720169067383,27.61927032470703,0.0044498443603515625,0.010147074237465858,0.010404586791992188,0.005446653347462416,1.9428360246820375e-05,systolic,hotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_256_00005,55,0.16519206762313843,0.21838249266147614,0.5870151519775391,30.13144302368164,29.726173400878906,0.4052696228027344,27.013904571533203,27.139034271240234,0.12512969970703125,0.01016799733042717,0.010263187810778618,0.0056510912254452705,3.1441701139556244e-05,systolic,hotspot,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_banded_256_00006,56,0.153011292219162,0.20833271741867065,0.46514129638671875,29.934419631958008,29.75237274169922,0.18204689025878906,28.39034652709961,28.23776626586914,0.15258026123046875,0.014750638976693153,0.01654938980937004,0.006890070624649525,3.08276285068132e-05,systolic,banded,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_256_00007,57,0.15861472487449646,0.165618434548378,0.27876853942871094,29.57284164428711,29.53826141357422,0.034580230712890625,28.54259490966797,28.383991241455078,0.15860366821289062,0.005306603386998177,0.006450545508414507,0.004110520705580711,1.9102211808785796e-05,systolic,wavefront,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_wavefront_256_00008,58,0.2734101116657257,0.27550655603408813,0.34947776794433594,30.70345115661621,30.724544525146484,0.021093368530273438,29.594127655029297,29.32071876525879,0.2734088897705078,0.00571393733844161,0.007357387337833643,0.005256678909063339,4.105376865481958e-05,systolic,wavefront,256,synthetic_extrapolation
synthetic_extrapolation,synthetic_extrapolation_systolic_hotspot_256_00009,59,0.15551401674747467,0.22765617072582245,0.8955192565917969,31.88149642944336,31.120502471923828,0.7609939575195312,27.126480102539062,27.212081909179688,0.085601806640625,0.01273408904671669,0.012452175840735435,0.006253921426832676,3.838125121546909e-05,systolic,hotspot,256,synthetic_extrapolation
