sample_id,local_idx,architecture,workload,N,source,mae_before,rmse_before,peak_err_before,avg_err_before,grad_err_before,mae_after,rmse_after,peak_err_after,avg_err_after,grad_err_after,mae_improvement,rmse_improvement,peak_err_improvement,avg_err_improvement,grad_err_improvement,phys_residual_mse_after
synthetic_extrapolation_standard_multihotspot_128_00010,10,standard,multihotspot,128,synthetic_extrapolation,0.47374165058135986,0.4870113134384155,0.3411579132080078,0.446319580078125,0.009938441216945648,0.16841992735862732,0.17451916635036469,0.10275459289550781,0.16260337829589844,0.002290640491992235,0.30532172322273254,0.31249214708805084,0.2384033203125,0.28371620178222656,0.007647800724953413,1.2472641174099408e-05
synthetic_extrapolation_standard_checkerboard_128_00011,11,standard,checkerboard,128,synthetic_extrapolation,0.07083025574684143,0.07916612178087234,0.5918674468994141,0.07015037536621094,0.011955015361309052,0.025786127895116806,0.02837291546165943,0.1374492645263672,0.025775909423828125,0.0003383692819625139,0.045044127851724625,0.050793206319212914,0.4544181823730469,0.04437446594238281,0.011616646079346538,3.221773567929631e-07
synthetic_extrapolation_standard_checkerboard_128_00012,12,standard,checkerboard,128,synthetic_extrapolation,0.14307764172554016,0.14971569180488586,0.6940078735351562,0.14300537109375,0.008882679045200348,0.052310362458229065,0.054334577172994614,0.1603851318359375,0.05230522155761719,0.0004079267382621765,0.0907672792673111,0.09538111463189125,0.5336227416992188,0.09070014953613281,0.008474752306938171,1.1753089665944572e-06
synthetic_extrapolation_standard_multihotspot_128_00013,13,standard,multihotspot,128,synthetic_extrapolation,0.4401779770851135,0.44779136776924133,0.3328437805175781,0.4284629821777344,0.0075723957270383835,0.1586688756942749,0.16159255802631378,0.10554885864257812,0.15610885620117188,0.001405613962560892,0.2815091013908386,0.28619880974292755,0.227294921875,0.2723541259765625,0.006166781764477491,1.0566697710601147e-05
synthetic_extrapolation_standard_hotspot_128_00014,14,standard,hotspot,128,synthetic_extrapolation,0.4634367823600769,0.472201406955719,0.3529701232910156,0.438690185546875,0.008111689239740372,0.1661091446876526,0.17000846564769745,0.12172508239746094,0.159820556640625,0.0016983572859317064,0.2973276376724243,0.30219294130802155,0.2312450408935547,0.27886962890625,0.006413331953808665,1.1751443707908038e-05
synthetic_extrapolation_standard_hotspot_128_00015,15,standard,hotspot,128,synthetic_extrapolation,0.5566408038139343,0.5682921409606934,0.16342735290527344,0.5478878021240234,0.007613585330545902,0.2014468014240265,0.20562347769737244,0.049167633056640625,0.19956207275390625,0.001357783330604434,0.35519400238990784,0.3626686632633209,0.11425971984863281,0.3483257293701172,0.006255801999941468,1.7052123439498246e-05
synthetic_extrapolation_standard_hotspot_128_00016,16,standard,hotspot,128,synthetic_extrapolation,0.5334368944168091,0.5419621467590332,0.28891563415527344,0.5175132751464844,0.008404817432165146,0.19157147407531738,0.19531452655792236,0.10234642028808594,0.18851280212402344,0.0017307511297985911,0.3418654203414917,0.34664762020111084,0.1865692138671875,0.32900047302246094,0.006674066302366555,1.5484507457586005e-05
synthetic_extrapolation_standard_checkerboard_128_00017,17,standard,checkerboard,128,synthetic_extrapolation,0.05887867510318756,0.06919552385807037,0.6129055023193359,0.05792999267578125,0.01036791317164898,0.021394509822130203,0.024634433910250664,0.14649009704589844,0.021327972412109375,0.0003364247386343777,0.03748416528105736,0.04456108994781971,0.4664154052734375,0.036602020263671875,0.010031488433014601,2.4506385898348526e-07
synthetic_extrapolation_standard_stripes_128_00018,18,standard,stripes,128,synthetic_extrapolation,0.26646241545677185,0.33447030186653137,0.09162712097167969,0.18962669372558594,0.01766519621014595,0.08829085528850555,0.11193551123142242,0.012792587280273438,0.06923103332519531,0.004631822928786278,0.1781715601682663,0.22253479063510895,0.07883453369140625,0.12039566040039062,0.013033373281359673,5.755220627179369e-06
synthetic_extrapolation_standard_uniform_128_00019,19,standard,uniform,128,synthetic_extrapolation,0.0750085860490799,0.08858310431241989,0.4463520050048828,0.0680084228515625,0.006340540014207363,0.026627402752637863,0.031298793852329254,0.11622238159179688,0.024438858032226562,0.00041822472121566534,0.04838118329644203,0.05728431046009064,0.33012962341308594,0.04356956481933594,0.005922315292991698,4.106050823793339e-07
synthetic_extrapolation_systolic_uniform_128_00000,20,systolic,uniform,128,synthetic_extrapolation,0.43609052896499634,0.4394976496696472,0.29117393493652344,0.43609046936035156,0.009995306842029095,0.15858855843544006,0.15954309701919556,0.17230796813964844,0.15859031677246094,0.0005136081017553806,0.2775019705295563,0.27995455265045166,0.118865966796875,0.2775001525878906,0.009481698740273714,1.0239391485811211e-05
synthetic_extrapolation_systolic_uniform_128_00001,21,systolic,uniform,128,synthetic_extrapolation,0.3679698705673218,0.37247100472450256,0.2995014190673828,0.3679695129394531,0.007085191085934639,0.13377493619918823,0.135121688246727,0.17030906677246094,0.1337738037109375,0.0005367024568840861,0.23419493436813354,0.23734931647777557,0.12919235229492188,0.23419570922851562,0.006548488629050553,7.354711215157295e-06
synthetic_extrapolation_systolic_wavefront_128_00002,22,systolic,wavefront,128,synthetic_extrapolation,0.23297905921936035,0.24969623982906342,0.13885116577148438,0.2324962615966797,0.006414921022951603,0.08447667956352234,0.09026971459388733,0.0720062255859375,0.08447456359863281,0.0010104565881192684,0.148502379655838,0.1594265252351761,0.06684494018554688,0.14802169799804688,0.0054044644348323345,3.30067086906638e-06
synthetic_extrapolation_systolic_checkerboard_128_00003,23,systolic,checkerboard,128,synthetic_extrapolation,0.871496856212616,1.0583688020706177,2.2207069396972656,0.8707160949707031,0.021567795425653458,0.3171590566635132,0.38316839933395386,0.8613471984863281,0.3169975280761719,0.006087824702262878,0.5543377995491028,0.6752004027366638,1.3593597412109375,0.5537185668945312,0.01547997072339058,5.9308782510925084e-05
synthetic_extrapolation_systolic_uniform_128_00004,24,systolic,uniform,128,synthetic_extrapolation,0.2612944543361664,0.2680450975894928,0.16206741333007812,0.2586956024169922,0.007778273895382881,0.0947653129696846,0.09707234799861908,0.09882164001464844,0.09399604797363281,0.0005393428727984428,0.16652914136648178,0.17097274959087372,0.06324577331542969,0.16469955444335938,0.007238931022584438,3.805583446592209e-06
synthetic_extrapolation_systolic_banded_128_00005,25,systolic,banded,128,synthetic_extrapolation,0.12655937671661377,0.16473454236984253,0.016366958618164062,0.07081985473632812,0.009056695736944675,0.04452323168516159,0.05780734121799469,0.024072647094726562,0.02561187744140625,0.001794790499843657,0.08203614503145218,0.10692720115184784,-0.0077056884765625,0.045207977294921875,0.007261905237101018,1.416481154592475e-06
synthetic_extrapolation_systolic_wavefront_128_00006,26,systolic,wavefront,128,synthetic_extrapolation,0.3035826086997986,0.31738758087158203,0.2056427001953125,0.3035259246826172,0.007809900678694248,0.11034789681434631,0.11495256423950195,0.10020065307617188,0.11034774780273438,0.0010249917395412922,0.19323471188545227,0.20243501663208008,0.10544204711914062,0.1931781768798828,0.006784908939152956,5.334462912287563e-06
synthetic_extrapolation_systolic_checkerboard_128_00007,27,systolic,checkerboard,128,synthetic_extrapolation,0.9614022970199585,1.1457079648971558,2.3790206909179688,0.9611835479736328,0.02609167993068695,0.34994351863861084,0.41492733359336853,0.9132080078125,0.34993743896484375,0.006382676772773266,0.6114587783813477,0.7307806313037872,1.4658126831054688,0.6112461090087891,0.019709003157913685,6.950230454094708e-05
synthetic_extrapolation_systolic_hotspot_128_00008,28,systolic,hotspot,128,synthetic_extrapolation,0.1950281858444214,0.2624681293964386,0.5724315643310547,0.09223175048828125,0.008125169202685356,0.07058288156986237,0.09356861561536789,0.2206897735595703,0.033695220947265625,0.0019379756413400173,0.12444530427455902,0.1688995137810707,0.3517417907714844,0.058536529541015625,0.006187193561345339,3.6211013139109127e-06
synthetic_extrapolation_systolic_wavefront_128_00009,29,systolic,wavefront,128,synthetic_extrapolation,0.3015134036540985,0.3151463568210602,0.2007427215576172,0.3014545440673828,0.0077638765797019005,0.1095864325761795,0.11413193494081497,0.09810638427734375,0.10958671569824219,0.0010172419715672731,0.191926971077919,0.2010144218802452,0.10263633728027344,0.19186782836914062,0.006746634608134627,5.259783392830286e-06
synthetic_extrapolation_systolic_hotspot_128_00010,30,systolic,hotspot,128,synthetic_extrapolation,0.2906540036201477,0.3597182333469391,0.9595355987548828,0.14380836486816406,0.009907452389597893,0.1048479974269867,0.12772931158542633,0.35407257080078125,0.052455902099609375,0.0027140770107507706,0.185806006193161,0.23198892176151276,0.6054630279541016,0.09135246276855469,0.007193375378847122,6.8145627665217035e-06
synthetic_extrapolation_systolic_hotspot_128_00011,31,systolic,hotspot,128,synthetic_extrapolation,0.22262057662010193,0.2822225093841553,0.4038276672363281,0.19693374633789062,0.006745714228600264,0.08047279715538025,0.10191396623849869,0.1303386688232422,0.07182884216308594,0.0015824269503355026,0.14214777946472168,0.18030854314565659,0.27348899841308594,0.1251049041748047,0.005163287278264761,4.206101039017085e-06
synthetic_extrapolation_systolic_banded_128_00012,32,systolic,banded,128,synthetic_extrapolation,0.11965467035770416,0.15739686787128448,0.06919288635253906,0.025602340698242188,0.010128583759069443,0.04149797186255455,0.05353988707065582,0.050647735595703125,0.009153366088867188,0.0022126534022390842,0.07815669849514961,0.10385698080062866,0.018545150756835938,0.016448974609375,0.007915930356830359,1.2828945727960672e-06
synthetic_extrapolation_systolic_hotspot_128_00013,33,systolic,hotspot,128,synthetic_extrapolation,0.26835399866104126,0.36591431498527527,1.1448612213134766,0.1328887939453125,0.008835453540086746,0.0973636656999588,0.13043741881847382,0.41481971740722656,0.048450469970703125,0.0022660219110548496,0.17099033296108246,0.23547689616680145,0.73004150390625,0.08443832397460938,0.006569431629031897,7.028575055301189e-06
synthetic_extrapolation_systolic_hotspot_128_00014,34,systolic,hotspot,128,synthetic_extrapolation,0.18811705708503723,0.2868279218673706,1.15130615234375,0.05353355407714844,0.009253440424799919,0.06788342446088791,0.10053130984306335,0.4078216552734375,0.019590377807617188,0.0023136280942708254,0.12023363262414932,0.18629661202430725,0.7434844970703125,0.03394317626953125,0.006939812330529094,4.306586561142467e-06
synthetic_extrapolation_systolic_checkerboard_128_00015,35,systolic,checkerboard,128,synthetic_extrapolation,0.8783777952194214,1.0649560689926147,2.2331809997558594,0.8776779174804688,0.021685604006052017,0.31966644525527954,0.3855632245540619,0.8650169372558594,0.3195304870605469,0.00610676035284996,0.5587113499641418,0.6793928444385529,1.3681640625,0.5581474304199219,0.015578843653202057,6.0050952015444636e-05
synthetic_extrapolation_systolic_uniform_128_00016,36,systolic,uniform,128,synthetic_extrapolation,0.4787306785583496,0.4817933738231659,0.2910881042480469,0.4787311553955078,0.006477954797446728,0.17411667108535767,0.17497088015079498,0.16413116455078125,0.17411422729492188,0.0005433488404378295,0.30461400747299194,0.3068224936723709,0.12695693969726562,0.30461692810058594,0.005934605957008898,1.230938778462587e-05
synthetic_extrapolation_systolic_uniform_128_00017,37,systolic,uniform,128,synthetic_extrapolation,0.37978389859199524,0.38400933146476746,0.31914329528808594,0.37978553771972656,0.010340310633182526,0.13807830214500427,0.13930250704288483,0.17557907104492188,0.13808059692382812,0.0005305171944200993,0.24170559644699097,0.24470682442188263,0.14356422424316406,0.24170494079589844,0.009809793438762426,7.814880518708378e-06
synthetic_extrapolation_systolic_hotspot_128_00018,38,systolic,hotspot,128,synthetic_extrapolation,0.21111854910850525,0.30816128849983215,0.8755645751953125,0.04370880126953125,0.009086649864912033,0.07649466395378113,0.10918361693620682,0.3346881866455078,0.016016006469726562,0.0022324067540466785,0.13462388515472412,0.19897767156362534,0.5408763885498047,0.027692794799804688,0.0068542431108653545,4.980650828656508e-06
synthetic_extrapolation_systolic_banded_128_00019,39,systolic,banded,128,synthetic_extrapolation,0.12057177722454071,0.13755570352077484,0.13995933532714844,0.044155120849609375,0.008968030102550983,0.041811536997556686,0.04684413596987724,0.02268218994140625,0.0162353515625,0.0019577217753976583,0.07876024022698402,0.0907115675508976,0.11727714538574219,0.027919769287109375,0.007010308327153325,9.733687420521164e-07
synthetic_extrapolation_standard_hotspot_256_00000,40,standard,hotspot,256,synthetic_extrapolation,0.42851385474205017,0.43406325578689575,0.34690093994140625,0.37497901916503906,0.006727955304086208,0.15419292449951172,0.15683263540267944,0.13730621337890625,0.13660240173339844,0.001056251348927617,0.27432093024253845,0.2772306203842163,0.2095947265625,0.23837661743164062,0.005671703955158591,9.948585102392826e-06
synthetic_extrapolation_standard_checkerboard_256_00001,41,standard,checkerboard,256,synthetic_extrapolation,0.05781281739473343,0.06148463487625122,0.3242378234863281,0.05727386474609375,0.006986030377447605,0.0210979375988245,0.022194193676114082,0.08667564392089844,0.02109527587890625,0.00018583322525955737,0.03671487979590893,0.03929044120013714,0.2375621795654297,0.0361785888671875,0.006800197152188048,1.9319122657179832e-07
synthetic_extrapolation_standard_quadrant_256_00002,42,standard,quadrant,256,synthetic_extrapolation,0.40517327189445496,0.4576462209224701,0.08497238159179688,0.38575172424316406,0.006846190430223942,0.14718997478485107,0.16583552956581116,0.008792877197265625,0.14056015014648438,0.0007608055020682514,0.2579832971096039,0.29181069135665894,0.07617950439453125,0.2451915740966797,0.00608538492815569,1.1069781976402737e-05
synthetic_extrapolation_standard_hotspot_256_00003,43,standard,hotspot,256,synthetic_extrapolation,0.4189479947090149,0.4235954284667969,0.5371456146240234,0.3865165710449219,0.006854834500700235,0.15115608274936676,0.1531304270029068,0.19599533081054688,0.14079666137695312,0.0009797203820198774,0.26779191195964813,0.2704650014638901,0.34115028381347656,0.24571990966796875,0.005875114118680358,9.480764674663078e-06
synthetic_extrapolation_standard_quadrant_256_00004,44,standard,quadrant,256,synthetic_extrapolation,0.43658554553985596,0.4734930396080017,0.21988677978515625,0.3704204559326172,0.007163668982684612,0.15799683332443237,0.1716795563697815,0.012113571166992188,0.134979248046875,0.0008238659938797355,0.2785887122154236,0.3018134832382202,0.20777320861816406,0.2354412078857422,0.006339802988804877,1.1858786820084788e-05
synthetic_extrapolation_standard_multihotspot_256_00005,45,standard,multihotspot,256,synthetic_extrapolation,0.4663154184818268,0.4800272285938263,0.3506126403808594,0.4440574645996094,0.006855441723018885,0.1683465540409088,0.17364907264709473,0.12838363647460938,0.1617565155029297,0.0011385118123143911,0.29796886444091797,0.30637815594673157,0.22222900390625,0.2823009490966797,0.0057169299107044935,1.216462260344997e-05
synthetic_extrapolation_standard_stripes_256_00006,46,standard,stripes,256,synthetic_extrapolation,0.2927497625350952,0.36247745156288147,0.24929428100585938,0.21489715576171875,0.014139693230390549,0.10192267596721649,0.12618520855903625,0.03610992431640625,0.07840156555175781,0.003584502264857292,0.19082708656787872,0.23629224300384521,0.21318435668945312,0.13649559020996094,0.010555190965533257,6.87422698320006e-06
synthetic_extrapolation_standard_quadrant_256_00007,47,standard,quadrant,256,synthetic_extrapolation,0.44749096035957336,0.4775441288948059,0.04009246826171875,0.3641929626464844,0.007610537577420473,0.16184264421463013,0.1729484498500824,0.047855377197265625,0.1327056884765625,0.0008106417953968048,0.28564831614494324,0.3045956790447235,-0.007762908935546875,0.23148727416992188,0.006799895782023668,1.2056523701176047e-05
synthetic_extrapolation_standard_stripes_256_00008,48,standard,stripes,256,synthetic_extrapolation,0.2786561846733093,0.3165379464626312,0.021711349487304688,0.11176490783691406,0.020070720463991165,0.0893218070268631,0.10379863530397415,0.05023384094238281,0.04087066650390625,0.0050233774818480015,0.18933437764644623,0.21273931115865707,-0.028522491455078125,0.07089424133300781,0.015047342982143164,5.173848876438569e-06
synthetic_extrapolation_standard_uniform_256_00009,49,standard,uniform,256,synthetic_extrapolation,0.21562010049819946,0.2184082269668579,0.04149627685546875,0.21561241149902344,0.00369844282977283,0.07819701731204987,0.07915949821472168,0.026781082153320312,0.07819366455078125,0.0001743741740938276,0.1374230831861496,0.13924872875213623,0.014715194702148438,0.1374187469482422,0.0035240686556790024,2.5419340090593323e-06
synthetic_extrapolation_systolic_uniform_256_00000,50,systolic,uniform,256,synthetic_extrapolation,0.2592892050743103,0.26311513781547546,0.1129302978515625,0.25924110412597656,0.007016923278570175,0.09419368207454681,0.09521173685789108,0.03370094299316406,0.09419441223144531,0.0003319758106954396,0.1650955229997635,0.16790340095758438,0.07922935485839844,0.16504669189453125,0.006684947467874736,3.6611504583561327e-06
synthetic_extrapolation_systolic_hotspot_256_00001,51,systolic,hotspot,256,synthetic_extrapolation,0.24657103419303894,0.3001162111759186,0.4971790313720703,0.13579368591308594,0.007466704584658146,0.08937874436378479,0.10805859416723251,0.2103099822998047,0.04952049255371094,0.0011001665843650699,0.15719228982925415,0.19205761700868607,0.2868690490722656,0.086273193359375,0.006366538000293076,4.747198090626625e-06
synthetic_extrapolation_systolic_wavefront_256_00002,52,systolic,wavefront,256,synthetic_extrapolation,0.19074632227420807,0.1973143070936203,0.08785820007324219,0.19074249267578125,0.004021714441478252,0.06927494704723358,0.07155932486057281,0.06195259094238281,0.06927490234375,0.00034745107404887676,0.12147137522697449,0.12575498223304749,0.025905609130859375,0.12146759033203125,0.0036742633674293756,2.0676009171438636e-06
synthetic_extrapolation_systolic_banded_256_00003,53,systolic,banded,256,synthetic_extrapolation,0.10134413838386536,0.1496572047472,0.09377670288085938,0.0445404052734375,0.006926048081368208,0.03601272776722908,0.05305728316307068,0.07900238037109375,0.016078948974609375,0.001132020726799965,0.06533141061663628,0.09659992158412933,0.014774322509765625,0.028461456298828125,0.005794027354568243,1.1762522262870334e-06
synthetic_extrapolation_systolic_hotspot_256_00004,54,systolic,hotspot,256,synthetic_extrapolation,0.10089705139398575,0.14441470801830292,0.35593223571777344,0.0044498443603515625,0.005446653347462416,0.03657613694667816,0.051986660808324814,0.1401233673095703,0.0015087127685546875,0.0006095762946642935,0.06432091444730759,0.0924280472099781,0.21580886840820312,0.002941131591796875,0.004837077052798122,1.0976085604852415e-06
synthetic_extrapolation_systolic_hotspot_256_00005,55,systolic,hotspot,256,synthetic_extrapolation,0.16519206762313843,0.21838249266147614,0.4052696228027344,0.12512969970703125,0.0056510912254452705,0.060032203793525696,0.07895568758249283,0.15695571899414062,0.0456695556640625,0.0007781605236232281,0.10515986382961273,0.1394268050789833,0.24831390380859375,0.07946014404296875,0.0048729307018220425,2.5160850327665685e-06
synthetic_extrapolation_systolic_banded_256_00006,56,systolic,banded,256,synthetic_extrapolation,0.153011292219162,0.20833271741867065,0.18204689025878906,0.15258026123046875,0.006890070624649525,0.05547717586159706,0.07515072077512741,0.09538078308105469,0.0554046630859375,0.0009160888730548322,0.09753411635756493,0.13318199664354324,0.08666610717773438,0.09717559814453125,0.0059739817515946925,2.295839749422157e-06
synthetic_extrapolation_systolic_wavefront_256_00007,57,systolic,wavefront,256,synthetic_extrapolation,0.15861472487449646,0.165618434548378,0.034580230712890625,0.15860366821289062,0.004110520705580711,0.05757543444633484,0.060003362596035004,0.04615974426269531,0.057575225830078125,0.00033730894210748374,0.10103929042816162,0.10561507195234299,-0.011579513549804688,0.1010284423828125,0.0037732117634732276,1.4561342140950728e-06
synthetic_extrapolation_systolic_wavefront_256_00008,58,systolic,wavefront,256,synthetic_extrapolation,0.2734101116657257,0.27550655603408813,0.021093368530273438,0.2734088897705078,0.005256678909063339,0.09937654435634613,0.10004530847072601,0.029813766479492188,0.09937667846679688,0.0002815221669152379,0.17403356730937958,0.17546124756336212,-0.00872039794921875,0.17403221130371094,0.004975156742148101,4.0304776121047325e-06
synthetic_extrapolation_systolic_hotspot_256_00009,59,systolic,hotspot,256,synthetic_extrapolation,0.15551401674747467,0.22765617072582245,0.7609939575195312,0.085601806640625,0.006253921426832676,0.05637499690055847,0.08161336183547974,0.3012580871582031,0.031236648559570312,0.0009239737410098314,0.0991390198469162,0.1460428088903427,0.4597358703613281,0.05436515808105469,0.0053299476858228445,2.7275807497062488e-06
