case_id,sample_id,architecture,workload,N,shape,source,activity_min,activity_max,activity_mean,temp_min,temp_max,temp_mean
26,synthetic_standard_stripes_2_00026,standard,stripes,2,2x2,synthetic,0.16697292029857635,7.090848445892334,3.628910779953003,26.364486694335938,26.537578582763672,26.451032638549805
27,synthetic_standard_multihotspot_2_00027,standard,multihotspot,2,2x2,synthetic,9.505224227905273,9.505224227905273,9.505224227905273,28.801593780517578,28.801593780517578,28.801593780517578
28,synthetic_standard_uniform_2_00028,standard,uniform,2,2x2,synthetic,10.78528118133545,10.78528118133545,10.78528118133545,29.313629150390625,29.313629150390625,29.313629150390625
29,synthetic_standard_hotspot_2_00029,standard,hotspot,2,2x2,synthetic,9.52408504486084,9.52408504486084,9.52408504486084,28.809127807617188,28.809127807617188,28.809127807617188
30,synthetic_standard_multihotspot_2_00030,standard,multihotspot,2,2x2,synthetic,7.590029716491699,7.590029716491699,7.590029716491699,28.035511016845703,28.035511016845703,28.035511016845703
31,synthetic_standard_quadrant_2_00031,standard,quadrant,2,2x2,synthetic,1.3628710508346558,10.498536109924316,3.646787405014038,26.373476028442383,26.601869583129883,26.458202362060547
32,synthetic_standard_checkerboard_2_00032,standard,checkerboard,2,2x2,synthetic,0.7787508964538574,11.876705169677734,6.327728271484375,27.459014892578125,27.602216720581055,27.530616760253906
33,synthetic_standard_multihotspot_2_00033,standard,multihotspot,2,2x2,synthetic,7.481954574584961,7.481954574584961,7.481954574584961,27.9923152923584,27.9923152923584,27.9923152923584
34,synthetic_standard_quadrant_2_00034,standard,quadrant,2,2x2,synthetic,0.6836644411087036,8.01181697845459,2.515702486038208,25.93781280517578,26.12101936340332,26.00577735900879
35,synthetic_standard_hotspot_2_00035,standard,hotspot,2,2x2,synthetic,8.707091331481934,8.707091331481934,8.707091331481934,28.482311248779297,28.482311248779297,28.482311248779297
36,synthetic_standard_stripes_2_00036,standard,stripes,2,2x2,synthetic,0.7194629311561584,8.728372573852539,4.7239179611206055,26.788972854614258,26.989187240600586,26.889080047607422
37,synthetic_standard_multihotspot_2_00037,standard,multihotspot,2,2x2,synthetic,7.422221660614014,7.422221660614014,7.422221660614014,27.96837615966797,27.96837615966797,27.96837615966797
38,synthetic_standard_hotspot_2_00038,standard,hotspot,2,2x2,synthetic,8.16645622253418,8.16645622253418,8.16645622253418,28.26611328125,28.26611328125,28.26611328125
39,synthetic_standard_checkerboard_2_00039,standard,checkerboard,2,2x2,synthetic,0.10340296477079391,8.578096389770508,4.340749740600586,26.681137084960938,26.79048728942871,26.73581314086914
40,synthetic_standard_hotspot_2_00040,standard,hotspot,2,2x2,synthetic,8.682372093200684,8.682372093200684,8.682372093200684,28.472488403320312,28.472488403320312,28.472488403320312
41,synthetic_standard_hotspot_2_00041,standard,hotspot,2,2x2,synthetic,9.387478828430176,9.387478828430176,9.387478828430176,28.75448989868164,28.75448989868164,28.75448989868164
42,synthetic_standard_uniform_2_00042,standard,uniform,2,2x2,synthetic,11.834237098693848,11.834237098693848,11.834237098693848,29.7331485748291,29.7331485748291,29.7331485748291
43,synthetic_standard_hotspot_2_00043,standard,hotspot,2,2x2,synthetic,11.130940437316895,11.130940437316895,11.130940437316895,29.4519100189209,29.4519100189209,29.4519100189209
44,synthetic_standard_hotspot_2_00044,standard,hotspot,2,2x2,synthetic,9.962827682495117,9.962827682495117,9.962827682495117,28.98461151123047,28.98461151123047,28.98461151123047
45,synthetic_standard_hotspot_2_00045,standard,hotspot,2,2x2,synthetic,9.893957138061523,9.893957138061523,9.893957138061523,28.957042694091797,28.957042694091797,28.957042694091797
46,synthetic_standard_checkerboard_2_00046,standard,checkerboard,2,2x2,synthetic,0.43891146779060364,10.08268928527832,5.260800361633301,27.0416202545166,27.16605567932129,27.103837966918945
47,synthetic_standard_uniform_2_00047,standard,uniform,2,2x2,synthetic,11.305168151855469,11.305168151855469,11.305168151855469,29.521530151367188,29.521530151367188,29.521530151367188
48,synthetic_standard_quadrant_2_00048,standard,quadrant,2,2x2,synthetic,0.2103736400604248,9.770180702209473,2.600325584411621,25.95095443725586,26.189950942993164,26.03961181640625
49,synthetic_standard_multihotspot_2_00049,standard,multihotspot,2,2x2,synthetic,10.634973526000977,10.634973526000977,10.634973526000977,29.25345230102539,29.25345230102539,29.25345230102539
50,synthetic_standard_stripes_2_00050,standard,stripes,2,2x2,synthetic,0.10774094611406326,10.664047241210938,5.385893821716309,27.021936416625977,27.28584098815918,27.153888702392578
51,synthetic_standard_checkerboard_2_00051,standard,checkerboard,2,2x2,synthetic,0.5548524856567383,8.149650573730469,4.3522515296936035,26.691408157348633,26.789405822753906,26.740406036376953
52,synthetic_standard_hotspot_2_00052,standard,hotspot,2,2x2,synthetic,11.319158554077148,11.319158554077148,11.319158554077148,29.527156829833984,29.527156829833984,29.527156829833984
53,synthetic_standard_checkerboard_2_00053,standard,checkerboard,2,2x2,synthetic,0.29091784358024597,11.81159782409668,6.051257610321045,27.345643997192383,27.494298934936523,27.419971466064453
54,synthetic_standard_hotspot_2_00054,standard,hotspot,2,2x2,synthetic,9.023859977722168,9.023859977722168,9.023859977722168,28.609054565429688,28.609054565429688,28.609054565429688
55,synthetic_standard_uniform_2_00055,standard,uniform,2,2x2,synthetic,8.179642677307129,8.179642677307129,8.179642677307129,28.271358489990234,28.271358489990234,28.271358489990234
56,synthetic_standard_hotspot_2_00056,standard,hotspot,2,2x2,synthetic,11.969502449035645,11.969502449035645,11.969502449035645,29.78731918334961,29.78731918334961,29.78731918334961
57,synthetic_standard_stripes_2_00057,standard,stripes,2,2x2,synthetic,0.8907924890518188,10.573786735534668,5.732289791107178,27.1713924407959,27.413469314575195,27.292430877685547
58,synthetic_standard_checkerboard_2_00058,standard,checkerboard,2,2x2,synthetic,0.6616612672805786,11.08804988861084,5.8748555183410645,27.282209396362305,27.416746139526367,27.349477767944336
59,synthetic_standard_hotspot_2_00059,standard,hotspot,2,2x2,synthetic,8.377866744995117,8.377866744995117,8.377866744995117,28.350608825683594,28.350608825683594,28.350608825683594
60,synthetic_standard_checkerboard_2_00060,standard,checkerboard,2,2x2,synthetic,0.24097058176994324,11.747252464294434,5.99411153793335,27.322940826416016,27.471410751342773,27.39717674255371
61,synthetic_standard_uniform_2_00061,standard,uniform,2,2x2,synthetic,11.324450492858887,11.324450492858887,11.324450492858887,29.529254913330078,29.529254913330078,29.529254913330078
62,synthetic_standard_uniform_2_00062,standard,uniform,2,2x2,synthetic,8.717073440551758,8.717073440551758,8.717073440551758,28.486316680908203,28.486316680908203,28.486316680908203
63,synthetic_standard_hotspot_2_00063,standard,hotspot,2,2x2,synthetic,11.498248100280762,11.498248100280762,11.498248100280762,29.598777770996094,29.598777770996094,29.598777770996094
64,synthetic_standard_checkerboard_2_00064,standard,checkerboard,2,2x2,synthetic,0.971826434135437,11.109619140625,6.040722846984863,27.350393295288086,27.481203079223633,27.41579818725586
65,synthetic_standard_hotspot_2_00065,standard,hotspot,2,2x2,synthetic,8.575590133666992,8.575590133666992,8.575590133666992,28.429759979248047,28.429759979248047,28.429759979248047
66,synthetic_standard_checkerboard_2_00066,standard,checkerboard,2,2x2,synthetic,0.6776586771011353,8.527288436889648,4.602473735809326,26.78983497619629,26.89112091064453,26.840476989746094
67,synthetic_standard_uniform_2_00067,standard,uniform,2,2x2,synthetic,10.025320053100586,10.025320053100586,10.025320053100586,29.009597778320312,29.009597778320312,29.009597778320312
68,synthetic_standard_multihotspot_2_00068,standard,multihotspot,2,2x2,synthetic,11.020622253417969,11.020622253417969,11.020622253417969,29.407756805419922,29.407756805419922,29.407756805419922
69,synthetic_standard_multihotspot_2_00069,standard,multihotspot,2,2x2,synthetic,7.61876916885376,7.61876916885376,7.61876916885376,28.046951293945312,28.046951293945312,28.046951293945312
70,synthetic_standard_quadrant_2_00070,standard,quadrant,2,2x2,synthetic,0.5963672995567322,8.504743576049805,2.5734612941741943,25.955507278442383,26.153217315673828,26.028850555419922
71,synthetic_standard_hotspot_2_00071,standard,hotspot,2,2x2,synthetic,10.651456832885742,10.651456832885742,10.651456832885742,29.260032653808594,29.260032653808594,29.260032653808594
72,synthetic_standard_checkerboard_2_00072,standard,checkerboard,2,2x2,synthetic,0.024859491735696793,11.699234008789062,5.862046718597412,27.268985748291016,27.41962432861328,27.34430503845215
73,synthetic_standard_hotspot_2_00073,standard,hotspot,2,2x2,synthetic,10.535900115966797,10.535900115966797,10.535900115966797,29.2138671875,29.2138671875,29.2138671875
74,synthetic_standard_uniform_2_00074,standard,uniform,2,2x2,synthetic,9.676457405090332,9.676457405090332,9.676457405090332,28.870071411132812,28.870071411132812,28.870071411132812
75,synthetic_standard_quadrant_2_00075,standard,quadrant,2,2x2,synthetic,0.8940638303756714,11.665116310119629,3.586827039718628,26.3343505859375,26.60362434387207,26.434242248535156
76,synthetic_standard_hotspot_2_00076,standard,hotspot,2,2x2,synthetic,11.139053344726562,11.139053344726562,11.139053344726562,29.45515251159668,29.45515251159668,29.45515251159668
77,synthetic_standard_uniform_2_00077,standard,uniform,2,2x2,synthetic,11.31771469116211,11.31771469116211,11.31771469116211,29.52658462524414,29.52658462524414,29.52658462524414
78,synthetic_standard_stripes_2_00078,standard,stripes,2,2x2,synthetic,0.23264074325561523,9.123078346252441,4.677859783172607,26.759557723999023,26.9818172454834,26.87068748474121
79,synthetic_standard_multihotspot_2_00079,standard,multihotspot,2,2x2,synthetic,9.062857627868652,9.062857627868652,9.062857627868652,28.62459945678711,28.62459945678711,28.62459945678711
80,synthetic_standard_hotspot_2_00080,standard,hotspot,2,2x2,synthetic,9.70352840423584,9.70352840423584,9.70352840423584,28.880939483642578,28.880939483642578,28.880939483642578
81,synthetic_standard_stripes_2_00081,standard,stripes,2,2x2,synthetic,0.4538968801498413,7.991358280181885,4.222627639770508,26.594322204589844,26.782760620117188,26.688541412353516
82,synthetic_standard_stripes_2_00082,standard,stripes,2,2x2,synthetic,0.8165687918663025,7.421112537384033,4.11884069442749,26.56447982788086,26.72958755493164,26.64703369140625
83,synthetic_standard_uniform_2_00083,standard,uniform,2,2x2,synthetic,10.377734184265137,10.377734184265137,10.377734184265137,29.150550842285156,29.150550842285156,29.150550842285156
84,synthetic_standard_uniform_2_00084,standard,uniform,2,2x2,synthetic,11.298656463623047,11.298656463623047,11.298656463623047,29.51895523071289,29.51895523071289,29.51895523071289
85,synthetic_standard_checkerboard_2_00085,standard,checkerboard,2,2x2,synthetic,0.9209704995155334,8.575488090515137,4.748229503631592,26.849428176879883,26.94819450378418,26.89881134033203
86,synthetic_standard_uniform_2_00086,standard,uniform,2,2x2,synthetic,9.138880729675293,9.138880729675293,9.138880729675293,28.655014038085938,28.655014038085938,28.655014038085938
87,synthetic_standard_uniform_2_00087,standard,uniform,2,2x2,synthetic,8.461959838867188,8.461959838867188,8.461959838867188,28.384273529052734,28.384273529052734,28.384273529052734
88,synthetic_standard_uniform_2_00088,standard,uniform,2,2x2,synthetic,8.22158145904541,8.22158145904541,8.22158145904541,28.28814125061035,28.28814125061035,28.28814125061035
89,synthetic_standard_uniform_2_00089,standard,uniform,2,2x2,synthetic,8.21352767944336,8.21352767944336,8.21352767944336,28.284900665283203,28.284900665283203,28.284900665283203
90,synthetic_standard_hotspot_2_00090,standard,hotspot,2,2x2,synthetic,10.722858428955078,10.722858428955078,10.722858428955078,29.28863525390625,29.28863525390625,29.28863525390625
91,synthetic_standard_checkerboard_2_00091,standard,checkerboard,2,2x2,synthetic,0.8750049471855164,10.018104553222656,5.446554660797119,27.11912727355957,27.23710060119629,27.17811393737793
92,synthetic_standard_stripes_2_00092,standard,stripes,2,2x2,synthetic,0.043475061655044556,7.725993633270264,3.8847343921661377,26.4572811126709,26.64934539794922,26.553314208984375
93,synthetic_standard_checkerboard_2_00093,standard,checkerboard,2,2x2,synthetic,0.4162624180316925,10.284930229187012,5.3505964279174805,27.076108932495117,27.20344352722168,27.1397762298584
94,synthetic_standard_uniform_2_00094,standard,uniform,2,2x2,synthetic,9.49445629119873,9.49445629119873,9.49445629119873,28.79730224609375,28.79730224609375,28.79730224609375
95,synthetic_standard_hotspot_2_00095,standard,hotspot,2,2x2,synthetic,8.40668773651123,8.40668773651123,8.40668773651123,28.36214256286621,28.36214256286621,28.36214256286621
96,synthetic_standard_uniform_2_00096,standard,uniform,2,2x2,synthetic,11.69936752319336,11.69936752319336,11.69936752319336,29.67926788330078,29.67926788330078,29.67926788330078
97,synthetic_standard_uniform_2_00097,standard,uniform,2,2x2,synthetic,11.374300003051758,11.374300003051758,11.374300003051758,29.549182891845703,29.549182891845703,29.549182891845703
98,synthetic_standard_quadrant_2_00098,standard,quadrant,2,2x2,synthetic,1.4693560600280762,11.01012897491455,3.8545494079589844,26.452884674072266,26.691404342651367,26.541366577148438
99,synthetic_standard_stripes_2_00099,standard,stripes,2,2x2,synthetic,0.6424832940101624,10.115985870361328,5.379234313964844,27.032833099365234,27.269672393798828,27.15125274658203
100,synthetic_systolic_hotspot_2_00000,systolic,hotspot,2,2x2,synthetic,17.14543342590332,17.14543342590332,17.14543342590332,31.85765266418457,31.85765266418457,31.85765266418457
101,synthetic_systolic_checkerboard_2_00001,systolic,checkerboard,2,2x2,synthetic,7.4591264724731445,9.065853118896484,8.262489318847656,28.294145584106445,28.314876556396484,28.30451202392578
102,synthetic_systolic_uniform_2_00002,systolic,uniform,2,2x2,synthetic,11.91150951385498,13.111509323120117,12.769083023071289,30.08883285522461,30.118837356567383,30.107158660888672
103,synthetic_systolic_checkerboard_2_00003,systolic,checkerboard,2,2x2,synthetic,6.9150238037109375,9.465569496154785,8.190296173095703,28.25914764404297,28.29205322265625,28.27560043334961
104,synthetic_systolic_checkerboard_2_00004,systolic,checkerboard,2,2x2,synthetic,6.938928127288818,10.742973327636719,8.840950965881348,28.511337280273438,28.5604190826416,28.535877227783203
105,synthetic_systolic_checkerboard_2_00005,systolic,checkerboard,2,2x2,synthetic,8.077715873718262,11.66539192199707,9.871553421020508,28.924962997436523,28.971256256103516,28.948108673095703
106,synthetic_systolic_hotspot_2_00006,systolic,hotspot,2,2x2,synthetic,15.212608337402344,15.212608337402344,15.212608337402344,31.08450698852539,31.08450698852539,31.08450698852539
107,synthetic_systolic_hotspot_2_00007,systolic,hotspot,2,2x2,synthetic,15.196333885192871,15.196333885192871,15.196333885192871,31.078022003173828,31.078022003173828,31.078022003173828
108,synthetic_systolic_checkerboard_2_00008,systolic,checkerboard,2,2x2,synthetic,7.649786472320557,8.80961799621582,8.22970199584961,28.283954620361328,28.298917770385742,28.29143524169922
109,synthetic_systolic_wavefront_2_00009,systolic,wavefront,2,2x2,synthetic,9.051050186157227,14.11056900024414,10.846363067626953,29.314891815185547,29.397945404052734,29.338056564331055
110,synthetic_systolic_hotspot_2_00010,systolic,hotspot,2,2x2,synthetic,16.354293823242188,16.354293823242188,16.354293823242188,31.54121971130371,31.54121971130371,31.54121971130371
111,synthetic_systolic_banded_2_00011,systolic,banded,2,2x2,synthetic,14.794401168823242,14.794401168823242,14.794401168823242,30.91722869873047,30.91722869873047,30.91722869873047
112,synthetic_systolic_wavefront_2_00012,systolic,wavefront,2,2x2,synthetic,8.835407257080078,15.911541938781738,11.346293449401855,29.505603790283203,29.621761322021484,29.538002014160156
113,synthetic_systolic_wavefront_2_00013,systolic,wavefront,2,2x2,synthetic,9.416126251220703,14.851614952087402,11.3448486328125,29.512575149536133,29.60179901123047,29.537460327148438
114,synthetic_systolic_hotspot_2_00014,systolic,hotspot,2,2x2,synthetic,15.696993827819824,15.696993827819824,15.696993827819824,31.278291702270508,31.278291702270508,31.278291702270508
115,synthetic_systolic_hotspot_2_00015,systolic,hotspot,2,2x2,synthetic,14.795910835266113,14.795910835266113,14.795910835266113,30.917896270751953,30.917896270751953,30.917896270751953
116,synthetic_systolic_wavefront_2_00016,systolic,wavefront,2,2x2,synthetic,9.190671920776367,15.36634635925293,11.382040023803711,29.524005889892578,29.625381469726562,29.552282333374023
117,synthetic_systolic_hotspot_2_00017,systolic,hotspot,2,2x2,synthetic,12.718401908874512,12.718401908874512,12.718401908874512,30.086868286132812,30.086868286132812,30.086868286132812
118,synthetic_systolic_uniform_2_00018,systolic,uniform,2,2x2,synthetic,12.631453514099121,13.831453323364258,13.489593505859375,30.37699317932129,30.406991958618164,30.395322799682617
119,synthetic_systolic_wavefront_2_00019,systolic,wavefront,2,2x2,synthetic,8.663968086242676,14.348245620727539,10.68096923828125,29.245832443237305,29.339143753051758,29.27185821533203
120,synthetic_systolic_banded_2_00020,systolic,banded,2,2x2,synthetic,11.35267448425293,11.35267448425293,11.35267448425293,29.540603637695312,29.540603637695312,29.540603637695312
121,synthetic_systolic_checkerboard_2_00021,systolic,checkerboard,2,2x2,synthetic,6.808879852294922,8.630446434020996,7.719663619995117,28.075668334960938,28.099172592163086,28.087421417236328
122,synthetic_systolic_uniform_2_00022,systolic,uniform,2,2x2,synthetic,13.74450969696045,14.944509506225586,14.609018325805664,30.824743270874023,30.85474395751953,30.843154907226562
123,synthetic_systolic_checkerboard_2_00023,systolic,checkerboard,2,2x2,synthetic,7.639371395111084,10.2119722366333,8.925671577453613,28.553163528442383,28.58635711669922,28.569759368896484
124,synthetic_systolic_banded_2_00024,systolic,banded,2,2x2,synthetic,12.39684772491455,12.39684772491455,12.39684772491455,29.958219528198242,29.958219528198242,29.958219528198242
125,synthetic_systolic_checkerboard_2_00025,systolic,checkerboard,2,2x2,synthetic,8.153263092041016,10.871041297912598,9.512151718139648,28.78683090209961,28.8218994140625,28.804365158081055
126,synthetic_systolic_banded_2_00026,systolic,banded,2,2x2,synthetic,14.252668380737305,14.252668380737305,14.252668380737305,30.700550079345703,30.700550079345703,30.700550079345703
127,synthetic_systolic_hotspot_2_00027,systolic,hotspot,2,2x2,synthetic,15.529547691345215,15.529547691345215,15.529547691345215,31.211345672607422,31.211345672607422,31.211345672607422
128,synthetic_systolic_uniform_2_00028,systolic,uniform,2,2x2,synthetic,11.817272186279297,13.202035903930664,12.809654235839844,30.103300094604492,30.13330078125,30.123363494873047
129,synthetic_systolic_checkerboard_2_00029,systolic,checkerboard,2,2x2,synthetic,7.097095966339111,9.769256591796875,8.433176040649414,28.355506896972656,28.38998794555664,28.372745513916016
130,synthetic_systolic_checkerboard_2_00030,systolic,checkerboard,2,2x2,synthetic,8.016883850097656,11.125176429748535,9.571029663085938,28.807851791381836,28.847957611083984,28.827903747558594
131,synthetic_systolic_uniform_2_00031,systolic,uniform,2,2x2,synthetic,13.988138198852539,15.408411026000977,14.998275756835938,30.978557586669922,31.008556365966797,30.99884796142578
132,synthetic_systolic_checkerboard_2_00032,systolic,checkerboard,2,2x2,synthetic,7.853793144226074,8.425678253173828,8.13973617553711,28.2517147064209,28.25909423828125,28.25540542602539
133,synthetic_systolic_banded_2_00033,systolic,banded,2,2x2,synthetic,13.250624656677246,13.250624656677246,13.250624656677246,30.299728393554688,30.299728393554688,30.299728393554688
134,synthetic_systolic_uniform_2_00034,systolic,uniform,2,2x2,synthetic,13.588133811950684,14.78813362121582,14.317703247070312,30.70990562438965,30.739904403686523,30.72657585144043
135,synthetic_systolic_checkerboard_2_00035,systolic,checkerboard,2,2x2,synthetic,6.466043949127197,11.107071876525879,8.786558151245117,28.484220504760742,28.54410171508789,28.51416015625
136,synthetic_systolic_uniform_2_00036,systolic,uniform,2,2x2,synthetic,13.642553329467773,14.915690422058105,14.579121589660645,30.81182098388672,30.84181785583496,30.831161499023438
137,synthetic_systolic_uniform_2_00037,systolic,uniform,2,2x2,synthetic,10.021718978881836,11.221719741821289,10.758766174316406,29.28622817993164,29.316225051879883,29.302993774414062
138,synthetic_systolic_hotspot_2_00038,systolic,hotspot,2,2x2,synthetic,13.431317329406738,13.431317329406738,13.431317329406738,30.37200927734375,30.37200927734375,30.37200927734375
139,synthetic_systolic_uniform_2_00039,systolic,uniform,2,2x2,synthetic,13.203855514526367,14.656200408935547,14.23002815246582,30.671031951904297,30.701032638549805,30.691532135009766
140,synthetic_systolic_wavefront_2_00040,systolic,wavefront,2,2x2,synthetic,9.1985445022583,16.4462833404541,11.770322799682617,29.674468994140625,29.79344367980957,29.707653045654297
141,synthetic_systolic_uniform_2_00041,systolic,uniform,2,2x2,synthetic,10.80712890625,12.007128715515137,11.568353652954102,29.60975456237793,29.639759063720703,29.626834869384766
142,synthetic_systolic_hotspot_2_00042,systolic,hotspot,2,2x2,synthetic,15.780071258544922,15.780071258544922,15.780071258544922,31.311473846435547,31.311473846435547,31.311473846435547
143,synthetic_systolic_uniform_2_00043,systolic,uniform,2,2x2,synthetic,12.938484191894531,14.138484001159668,13.722187995910645,30.471010208129883,30.50101089477539,30.488380432128906
144,synthetic_systolic_checkerboard_2_00044,systolic,checkerboard,2,2x2,synthetic,7.599809169769287,11.920819282531738,9.760313987731934,28.875804901123047,28.931562423706055,28.903682708740234
145,synthetic_systolic_hotspot_2_00045,systolic,hotspot,2,2x2,synthetic,15.697854042053223,15.697854042053223,15.697854042053223,31.27867317199707,31.27867317199707,31.27867317199707
146,synthetic_systolic_banded_2_00046,systolic,banded,2,2x2,synthetic,10.865639686584473,10.865639686584473,10.865639686584473,29.345767974853516,29.345767974853516,29.345767974853516
147,synthetic_systolic_uniform_2_00047,systolic,uniform,2,2x2,synthetic,10.734132766723633,12.220951080322266,11.777541160583496,29.68977165222168,29.719772338867188,29.710491180419922
148,synthetic_systolic_hotspot_2_00048,systolic,hotspot,2,2x2,synthetic,15.818449974060059,15.818449974060059,15.818449974060059,31.32683563232422,31.32683563232422,31.32683563232422
149,synthetic_systolic_uniform_2_00049,systolic,uniform,2,2x2,synthetic,13.784097671508789,14.984097480773926,14.603540420532227,30.823129653930664,30.853130340576172,30.840961456298828
150,synthetic_systolic_hotspot_2_00050,systolic,hotspot,2,2x2,synthetic,15.89539909362793,15.89539909362793,15.89539909362793,31.35763931274414,31.35763931274414,31.35763931274414
151,synthetic_systolic_uniform_2_00051,systolic,uniform,2,2x2,synthetic,12.033411026000977,13.233410835266113,12.88674259185791,30.135906219482422,30.165908813476562,30.1541748046875
152,synthetic_systolic_hotspot_2_00052,systolic,hotspot,2,2x2,synthetic,12.804567337036133,12.804567337036133,12.804567337036133,30.121295928955078,30.121295928955078,30.121295928955078
153,synthetic_systolic_checkerboard_2_00053,systolic,checkerboard,2,2x2,synthetic,7.035806655883789,10.443950653076172,8.73987865447998,28.473451614379883,28.517427444458008,28.495439529418945
154,synthetic_systolic_hotspot_2_00054,systolic,hotspot,2,2x2,synthetic,14.452698707580566,14.452698707580566,14.452698707580566,30.78057098388672,30.78057098388672,30.78057098388672
155,synthetic_systolic_hotspot_2_00055,systolic,hotspot,2,2x2,synthetic,12.21635913848877,12.21635913848877,12.21635913848877,29.886024475097656,29.886024475097656,29.886024475097656
156,synthetic_systolic_hotspot_2_00056,systolic,hotspot,2,2x2,synthetic,15.434747695922852,15.434747695922852,15.434747695922852,31.173381805419922,31.173381805419922,31.173381805419922
157,synthetic_systolic_wavefront_2_00057,systolic,wavefront,2,2x2,synthetic,8.881034851074219,15.553577423095703,11.248710632324219,29.468433380126953,29.57796287536621,29.49898338317871
